hour,day_of_week,is_weekend,month,is_monsoon,road_type,road_length_m,congestion_score
10,1,0,11,1,primary,1733.9,0.944
11,5,1,12,0,trunk,1008.8,0.388
19,1,0,7,1,tertiary,1359.2,1.0
6,3,0,10,1,tertiary,935.0,0.466
21,6,1,2,0,secondary,1186.8,0.327
2,1,0,6,1,primary,248.9,0.158
1,0,0,1,0,residential,689.9,0.085
11,6,1,11,1,primary,397.3,0.597
16,6,1,5,0,primary,382.5,0.561
4,6,1,12,0,secondary,403.7,0.13
17,3,0,4,0,trunk,1517.6,1.0
22,6,1,8,1,primary,1885.2,0.314
18,6,1,2,0,secondary,986.1,0.738
16,2,0,9,1,residential,1919.6,0.835
3,3,0,12,0,trunk,412.3,0.053
12,5,1,1,0,trunk,62.7,0.627
14,0,0,6,1,primary,1268.0,0.786
14,6,1,9,1,tertiary,576.4,0.435
7,4,0,1,0,secondary,916.3,0.944
8,5,1,8,1,secondary,1110.3,0.387
21,2,0,10,1,tertiary,821.6,0.496
11,2,0,5,0,primary,907.3,0.532
0,2,0,4,0,tertiary,677.7,0.068
16,4,0,3,0,secondary,1838.6,0.853
3,6,1,9,1,primary,1352.1,0.083
18,5,1,12,0,secondary,1059.1,0.74
4,5,1,9,1,tertiary,1009.7,0.155
17,6,1,3,0,tertiary,1055.1,0.573
2,2,0,7,1,tertiary,245.6,0.05
7,1,0,12,0,primary,920.2,1.0
21,3,0,1,0,residential,465.7,0.425
7,0,0,2,0,trunk,1588.1,1.0
2,0,0,10,1,tertiary,707.1,0.089
19,1,0,8,1,secondary,1466.5,1.0
15,3,0,10,1,primary,1946.4,0.88
6,3,0,10,1,secondary,103.6,0.468
1,0,0,5,0,tertiary,1058.9,0.051
1,3,0,3,0,primary,812.7,0.093
22,2,0,3,0,tertiary,891.6,0.239
8,3,0,4,0,secondary,752.4,1.0
13,2,0,3,0,trunk,1338.1,0.797
0,2,0,12,0,secondary,800.0,0.109
20,0,0,3,0,primary,1638.2,0.783
5,5,1,12,0,primary,1261.7,0.05
19,0,0,4,0,tertiary,1405.9,0.973
22,2,0,1,0,trunk,242.5,0.279
13,4,0,12,0,tertiary,591.5,0.635
13,2,0,12,0,residential,1997.9,0.627
2,6,1,12,0,residential,563.9,0.05
5,0,0,6,1,tertiary,158.3,0.226
11,5,1,11,1,tertiary,868.7,0.555
8,0,0,10,1,secondary,144.6,1.0
19,5,1,10,1,secondary,119.1,0.87
2,1,0,5,0,primary,641.3,0.148
17,0,0,7,1,residential,87.3,1.0
8,6,1,5,0,residential,750.7,0.237
1,0,0,1,0,tertiary,122.9,0.057
9,5,1,7,1,tertiary,1706.0,0.293
6,2,0,12,0,trunk,1629.0,0.505
11,1,0,6,1,residential,86.9,0.669
9,3,0,7,1,secondary,666.7,1.0
2,1,0,9,1,primary,1408.5,0.085
16,0,0,3,0,primary,1595.6,0.923
12,2,0,3,0,tertiary,166.8,0.611
10,4,0,1,0,tertiary,518.5,0.59
10,0,0,8,1,primary,1563.0,0.823
15,6,1,8,1,residential,1762.3,0.481
3,5,1,1,0,secondary,1564.9,0.083
18,3,0,7,1,residential,162.9,1.0
12,0,0,7,1,trunk,545.3,0.877
11,6,1,11,1,trunk,1233.5,0.686
8,5,1,5,0,primary,1885.9,0.365
2,6,1,2,0,secondary,1734.7,0.054
20,1,0,5,0,tertiary,1546.5,0.752
22,1,0,10,1,residential,1508.9,0.287
18,0,0,12,0,tertiary,1835.1,1.0
18,2,0,1,0,primary,1170.1,1.0
9,3,0,6,1,trunk,547.4,1.0
4,5,1,12,0,tertiary,1142.7,0.05
16,3,0,9,1,primary,1305.8,1.0
20,5,1,8,1,residential,1615.5,0.549
15,1,0,8,1,trunk,138.3,0.982
18,0,0,9,1,residential,289.1,1.0
17,4,0,8,1,tertiary,911.0,1.0
12,6,1,1,0,trunk,209.1,0.592
3,4,0,4,0,tertiary,369.2,0.071
18,5,1,11,1,trunk,460.7,1.0
18,3,0,1,0,trunk,1597.4,1.0
10,4,0,2,0,primary,1275.3,0.79
20,3,0,12,0,secondary,1603.2,0.743
13,3,0,1,0,tertiary,1718.7,0.618
14,3,0,8,1,primary,579.8,0.755
1,1,0,6,1,primary,1409.6,0.111
9,2,0,10,1,tertiary,119.8,1.0
17,2,0,8,1,tertiary,307.8,1.0
20,1,0,8,1,tertiary,1902.1,0.813
10,5,1,6,1,residential,811.2,0.386
21,3,0,4,0,secondary,1664.7,0.451
0,5,1,6,1,primary,1999.4,0.05
6,6,1,1,0,residential,363.1,0.177
16,5,1,12,0,secondary,975.9,0.501
18,2,0,11,1,trunk,1767.4,1.0
8,6,1,3,0,residential,1643.0,0.221
0,1,0,7,1,residential,1631.4,0.074
14,3,0,11,1,tertiary,565.2,0.657
19,6,1,5,0,secondary,1399.3,0.797
19,6,1,7,1,primary,893.1,0.982
15,6,1,8,1,trunk,549.3,0.755
18,0,0,10,1,primary,809.7,1.0
13,4,0,6,1,primary,1716.3,1.0
5,2,0,1,0,primary,807.0,0.159
2,2,0,7,1,trunk,979.0,0.059
1,3,0,11,1,primary,91.2,0.056
6,6,1,12,0,tertiary,1658.4,0.114
15,2,0,4,0,secondary,1670.8,0.712
13,4,0,12,0,secondary,1527.9,0.743
17,0,0,2,0,residential,1361.8,1.0
20,2,0,10,1,trunk,279.8,1.0
13,2,0,1,0,secondary,182.9,0.836
3,4,0,3,0,trunk,951.2,0.052
13,2,0,10,1,tertiary,237.0,0.763
4,0,0,4,0,secondary,1147.6,0.217
11,4,0,7,1,residential,1376.0,0.601
8,1,0,4,0,trunk,1897.5,1.0
21,1,0,12,0,residential,746.6,0.451
21,5,1,5,0,secondary,1083.3,0.339
23,3,0,4,0,tertiary,1274.2,0.173
20,6,1,6,1,primary,1483.5,0.552
14,3,0,3,0,primary,1991.1,0.698
18,1,0,2,0,residential,358.8,1.0
11,1,0,3,0,residential,914.9,0.553
19,1,0,5,0,tertiary,1367.4,0.949
14,1,0,7,1,trunk,1451.5,0.931
15,4,0,4,0,trunk,1765.4,0.719
19,0,0,3,0,trunk,1936.7,1.0
14,1,0,9,1,residential,986.2,0.573
2,0,0,5,0,primary,914.1,0.05
22,6,1,3,0,trunk,785.5,0.187
10,1,0,12,0,tertiary,245.6,0.571
10,3,0,4,0,primary,1348.2,0.752
0,2,0,2,0,primary,947.4,0.07
3,4,0,2,0,secondary,1210.5,0.075
22,1,0,8,1,primary,1977.3,0.354
11,3,0,9,1,primary,617.7,0.836
2,4,0,4,0,tertiary,457.6,0.05
2,5,1,2,0,primary,1770.4,0.056
11,3,0,8,1,secondary,1911.1,0.646
7,3,0,1,0,primary,1461.6,1.0
22,3,0,5,0,trunk,421.6,0.206
14,2,0,7,1,primary,1613.7,1.0
22,5,1,8,1,secondary,933.6,0.269
19,3,0,11,1,primary,212.7,1.0
9,4,0,3,0,residential,355.1,0.828
17,4,0,3,0,secondary,1901.1,1.0
0,3,0,2,0,secondary,1072.2,0.05
10,2,0,12,0,trunk,881.4,0.745
20,2,0,2,0,tertiary,536.6,0.708
17,5,1,1,0,tertiary,1665.9,0.657
22,6,1,1,0,primary,1915.9,0.29
10,0,0,2,0,tertiary,1505.4,0.702
18,2,0,10,1,residential,163.3,1.0
15,3,0,10,1,secondary,1607.7,0.933
15,3,0,10,1,residential,863.4,0.938
8,4,0,6,1,residential,341.9,1.0
5,2,0,7,1,tertiary,1526.4,0.212
8,5,1,12,0,trunk,859.3,0.502
15,2,0,5,0,primary,1490.5,0.834
5,3,0,8,1,primary,1597.0,0.159
12,0,0,6,1,trunk,91.1,0.833
15,5,1,6,1,tertiary,1825.5,0.514
17,3,0,6,1,primary,562.2,1.0
2,2,0,5,0,secondary,1267.1,0.138
23,3,0,8,1,primary,1083.6,0.142
11,6,1,1,0,primary,690.4,0.511
16,5,1,7,1,secondary,850.9,0.655
19,3,0,1,0,tertiary,328.8,1.0
21,4,0,2,0,tertiary,342.2,0.491
0,3,0,7,1,trunk,203.3,0.15
8,1,0,7,1,tertiary,1174.7,1.0
7,4,0,12,0,residential,813.3,0.709
10,2,0,2,0,residential,1577.7,0.502
10,0,0,1,0,residential,893.2,0.66
14,2,0,2,0,trunk,1767.1,0.774
0,3,0,8,1,trunk,538.3,0.134
13,0,0,9,1,residential,1845.9,0.776
1,3,0,7,1,residential,305.9,0.05
5,4,0,4,0,tertiary,1193.1,0.084
3,2,0,4,0,primary,1903.8,0.05
11,1,0,8,1,secondary,1503.4,0.789
17,1,0,4,0,residential,1909.8,0.837
22,0,0,9,1,trunk,249.4,0.487
1,2,0,10,1,trunk,1626.4,0.067
12,4,0,12,0,trunk,1978.5,0.705
17,0,0,2,0,secondary,1358.8,1.0
4,0,0,9,1,secondary,859.1,0.205
17,4,0,1,0,secondary,747.5,1.0
2,6,1,7,1,secondary,1449.5,0.07
12,5,1,4,0,residential,171.4,0.513
19,2,0,10,1,primary,670.2,1.0
12,6,1,2,0,residential,1425.3,0.458
11,4,0,7,1,secondary,802.2,0.926
4,6,1,6,1,secondary,1962.6,0.05
1,4,0,3,0,secondary,686.1,0.071
8,2,0,1,0,trunk,1988.6,1.0
8,0,0,10,1,residential,1140.3,1.0
6,6,1,11,1,trunk,1021.1,0.249
20,2,0,2,0,primary,1965.4,0.716
20,0,0,7,1,residential,679.1,0.719
7,6,1,12,0,trunk,501.3,0.483
0,6,1,1,0,tertiary,889.7,0.072
20,5,1,7,1,primary,1432.4,0.696
20,3,0,1,0,residential,588.0,0.679
15,2,0,10,1,primary,605.0,0.913
19,0,0,11,1,tertiary,1507.8,1.0
4,3,0,11,1,trunk,1175.1,0.149
14,3,0,5,0,tertiary,271.5,0.627
1,2,0,11,1,primary,1799.4,0.147
19,4,0,6,1,residential,690.4,1.0
0,4,0,5,0,secondary,995.2,0.05
0,3,0,3,0,trunk,371.0,0.068
5,2,0,6,1,secondary,408.4,0.23
4,4,0,6,1,primary,673.2,0.161
5,2,0,8,1,primary,229.1,0.26
16,3,0,11,1,tertiary,76.2,0.999
23,5,1,2,0,trunk,1288.5,0.237
2,4,0,1,0,tertiary,1509.9,0.068
0,5,1,1,0,residential,553.7,0.05
1,2,0,12,0,tertiary,182.1,0.05
6,1,0,3,0,residential,844.0,0.397
19,1,0,7,1,trunk,1164.9,1.0
14,6,1,10,1,secondary,132.0,0.64
21,2,0,3,0,secondary,1225.3,0.488
13,1,0,7,1,primary,905.9,0.939
3,1,0,8,1,secondary,1239.0,0.136
17,6,1,2,0,trunk,482.6,0.997
13,3,0,10,1,tertiary,1745.8,0.862
21,5,1,4,0,primary,1332.7,0.429
23,2,0,12,0,trunk,1951.2,0.145
17,6,1,2,0,tertiary,111.9,0.697
17,4,0,6,1,primary,1836.5,1.0
3,4,0,8,1,trunk,1123.7,0.159
13,6,1,4,0,secondary,1952.7,0.477
0,2,0,3,0,secondary,519.3,0.05
7,5,1,9,1,trunk,1281.1,0.396
4,2,0,1,0,trunk,1466.3,0.07
21,1,0,8,1,primary,554.1,0.566
17,3,0,7,1,residential,1054.4,1.0
15,5,1,3,0,residential,133.5,0.422
23,4,0,10,1,residential,1907.1,0.183
16,0,0,6,1,secondary,1943.4,0.995
16,1,0,4,0,secondary,1771.7,0.857
1,4,0,8,1,primary,232.1,0.064
14,3,0,1,0,residential,755.8,0.531
16,5,1,7,1,secondary,253.4,0.612
20,6,1,7,1,secondary,837.3,0.464
21,1,0,9,1,primary,1764.8,0.675
12,6,1,7,1,trunk,1377.8,0.701
5,3,0,10,1,primary,657.6,0.233
8,3,0,6,1,trunk,1861.4,1.0
2,5,1,8,1,trunk,311.6,0.146
14,4,0,8,1,primary,473.0,0.822
1,4,0,4,0,tertiary,1139.6,0.12
11,5,1,5,0,tertiary,1821.2,0.404
14,4,0,10,1,primary,1891.0,0.924
7,1,0,5,0,residential,1805.1,0.834
10,4,0,7,1,residential,1836.2,0.721
6,0,0,11,1,trunk,1391.1,0.622
13,5,1,12,0,residential,630.4,0.368
18,3,0,11,1,tertiary,484.0,1.0
15,5,1,9,1,primary,1691.6,0.485
20,6,1,6,1,secondary,905.7,0.481
23,6,1,9,1,trunk,1018.2,0.202
10,3,0,9,1,primary,508.1,0.953
6,5,1,2,0,tertiary,1646.2,0.163
15,5,1,6,1,residential,1965.3,0.467
19,4,0,5,0,tertiary,530.2,0.99
17,1,0,8,1,secondary,1458.7,1.0
20,6,1,10,1,residential,846.6,0.327
14,4,0,5,0,residential,543.5,0.53
0,6,1,2,0,tertiary,912.3,0.05
4,0,0,10,1,trunk,1411.0,0.268
10,6,1,7,1,tertiary,1280.7,0.358
4,2,0,6,1,trunk,1587.1,0.218
5,4,0,3,0,trunk,1233.8,0.24
22,3,0,8,1,trunk,579.1,0.429
0,0,0,6,1,tertiary,253.2,0.05
7,4,0,7,1,trunk,1074.9,1.0
19,1,0,4,0,trunk,1349.5,1.0
4,2,0,11,1,tertiary,875.3,0.084
13,1,0,10,1,residential,1792.2,0.923
11,3,0,5,0,trunk,151.0,0.718
9,1,0,8,1,primary,1426.8,1.0
15,1,0,11,1,tertiary,57.9,0.789
1,5,1,2,0,secondary,1652.7,0.05
12,5,1,1,0,trunk,1608.8,0.581
2,2,0,10,1,primary,1154.8,0.159
13,3,0,6,1,trunk,1752.4,1.0
9,5,1,4,0,primary,156.6,0.39
8,6,1,7,1,secondary,1326.3,0.459
23,2,0,11,1,secondary,1618.6,0.146
22,1,0,6,1,trunk,1162.7,0.458
14,5,1,4,0,primary,1023.2,0.501
13,3,0,6,1,residential,1160.6,0.705
23,3,0,1,0,trunk,1373.6,0.078
3,6,1,8,1,primary,466.1,0.155
0,5,1,3,0,tertiary,115.4,0.097
4,3,0,7,1,tertiary,528.1,0.13
20,2,0,11,1,residential,709.9,0.815
1,6,1,6,1,secondary,604.7,0.05
21,6,1,5,0,primary,209.3,0.353
11,5,1,10,1,tertiary,424.9,0.559
17,4,0,12,0,residential,719.6,0.881
15,2,0,10,1,secondary,165.7,0.892
21,2,0,6,1,secondary,1926.4,0.687
5,6,1,4,0,primary,1621.4,0.05
3,3,0,5,0,secondary,89.9,0.05
4,4,0,8,1,residential,1424.6,0.05
9,1,0,4,0,secondary,1206.6,1.0
16,3,0,8,1,tertiary,1762.4,0.969
15,3,0,3,0,tertiary,1290.8,0.674
19,3,0,3,0,trunk,461.6,1.0
9,0,0,10,1,primary,849.6,1.0
0,0,0,10,1,trunk,912.5,0.05
5,4,0,9,1,secondary,1178.9,0.192
3,1,0,9,1,secondary,876.2,0.105
19,3,0,1,0,secondary,604.2,1.0
20,2,0,8,1,trunk,1167.3,0.945
16,5,1,5,0,secondary,565.8,0.63
11,0,0,11,1,secondary,1988.1,0.721
6,2,0,5,0,primary,1447.6,0.461
0,3,0,11,1,secondary,188.7,0.085
18,2,0,10,1,tertiary,515.4,1.0
8,6,1,6,1,trunk,90.1,0.525
22,5,1,2,0,secondary,1069.9,0.246
2,1,0,7,1,tertiary,1292.9,0.075
21,4,0,2,0,tertiary,549.3,0.475
16,4,0,4,0,residential,1289.5,0.6
14,0,0,8,1,primary,771.3,0.826
20,5,1,1,0,residential,1868.7,0.375
12,5,1,4,0,secondary,915.4,0.517
21,6,1,4,0,secondary,883.5,0.385
14,1,0,1,0,residential,1232.4,0.623
1,3,0,9,1,trunk,1997.6,0.119
20,1,0,8,1,trunk,1853.0,1.0
20,1,0,10,1,trunk,1262.3,1.0
6,3,0,10,1,primary,1631.0,0.558
21,6,1,10,1,trunk,1363.6,0.57
11,3,0,12,0,trunk,349.5,0.746
23,4,0,1,0,primary,867.8,0.24
11,0,0,6,1,trunk,1460.8,0.795
17,6,1,12,0,residential,1917.6,0.533
11,5,1,6,1,secondary,426.5,0.562
7,0,0,11,1,secondary,1300.2,1.0
10,3,0,2,0,trunk,1672.1,0.77
12,2,0,11,1,primary,327.9,0.897
0,6,1,1,0,secondary,1022.5,0.05
18,2,0,9,1,residential,160.0,1.0
3,5,1,3,0,tertiary,493.2,0.071
20,6,1,7,1,secondary,236.3,0.563
10,1,0,8,1,residential,1973.2,0.664
18,6,1,11,1,secondary,1432.4,1.0
15,2,0,11,1,residential,1560.7,0.766
15,2,0,4,0,primary,199.6,0.743
11,1,0,11,1,tertiary,1531.3,0.569
0,3,0,6,1,residential,1225.1,0.074
9,6,1,11,1,tertiary,539.6,0.417
18,5,1,10,1,residential,1336.5,0.6
21,4,0,11,1,residential,392.8,0.507
18,5,1,3,0,residential,921.2,0.611
21,0,0,6,1,residential,1714.8,0.451
0,5,1,8,1,primary,675.0,0.05
17,1,0,6,1,primary,1310.3,1.0
20,4,0,7,1,residential,304.6,0.703
11,4,0,2,0,tertiary,591.8,0.572
2,4,0,7,1,residential,1470.0,0.05
0,0,0,12,0,tertiary,156.5,0.052
0,6,1,2,0,primary,1975.1,0.107
12,5,1,6,1,tertiary,934.5,0.551
20,6,1,7,1,tertiary,1504.8,0.562
23,1,0,10,1,residential,985.4,0.154
13,4,0,6,1,trunk,91.0,1.0
23,1,0,4,0,secondary,156.3,0.172
13,6,1,12,0,secondary,278.7,0.372
22,3,0,11,1,primary,1734.4,0.52
10,1,0,8,1,secondary,1680.9,0.815
10,1,0,5,0,secondary,1109.2,0.746
16,0,0,11,1,residential,340.4,0.853
18,6,1,11,1,residential,267.3,0.68
1,3,0,7,1,primary,824.7,0.088
13,6,1,8,1,primary,696.7,0.614
18,5,1,11,1,residential,914.0,0.741
6,0,0,10,1,trunk,1958.6,0.713
12,5,1,1,0,trunk,949.3,0.583
19,3,0,2,0,secondary,341.7,1.0
0,4,0,11,1,residential,1105.1,0.05
15,3,0,10,1,trunk,1041.5,1.0
11,4,0,7,1,trunk,1494.6,0.918
13,1,0,8,1,tertiary,1845.2,0.795
1,4,0,12,0,residential,176.4,0.05
10,2,0,8,1,tertiary,1201.3,0.883
6,3,0,8,1,secondary,1467.3,0.6
10,3,0,8,1,trunk,1935.8,0.805
5,2,0,7,1,tertiary,1879.5,0.199
3,5,1,4,0,residential,205.5,0.057
8,5,1,11,1,secondary,1344.6,0.424
21,0,0,6,1,trunk,846.2,0.677
7,0,0,11,1,trunk,172.3,1.0
23,0,0,12,0,secondary,793.4,0.14
8,3,0,10,1,primary,642.5,1.0
9,4,0,5,0,primary,1551.5,1.0
10,0,0,10,1,secondary,1251.6,0.886
15,4,0,10,1,primary,1999.3,1.0
21,1,0,7,1,trunk,1213.2,0.61
16,6,1,7,1,primary,1299.0,0.66
9,2,0,2,0,residential,1798.1,0.81
13,6,1,12,0,residential,237.2,0.344
4,6,1,10,1,tertiary,368.2,0.071
15,0,0,9,1,primary,717.5,1.0
8,5,1,1,0,tertiary,1265.0,0.256
15,3,0,12,0,trunk,1951.2,0.787
9,0,0,1,0,secondary,164.5,1.0
2,2,0,2,0,trunk,1736.5,0.109
17,4,0,7,1,secondary,1557.7,1.0
19,2,0,11,1,residential,867.7,1.0
11,6,1,9,1,secondary,403.2,0.552
19,4,0,1,0,primary,69.5,1.0
7,1,0,5,0,trunk,1678.4,1.0
4,3,0,8,1,residential,157.0,0.075
13,4,0,3,0,secondary,1253.2,0.821
23,2,0,12,0,tertiary,564.6,0.125
5,0,0,4,0,trunk,1285.5,0.174
3,0,0,6,1,tertiary,980.7,0.087
11,6,1,2,0,secondary,1264.0,0.364
11,2,0,4,0,secondary,1816.0,0.638
16,6,1,4,0,trunk,1015.2,0.633
3,3,0,6,1,secondary,1640.8,0.107
8,1,0,5,0,secondary,237.2,1.0
6,4,0,6,1,residential,1593.6,0.477
17,0,0,8,1,secondary,1778.6,1.0
0,3,0,12,0,tertiary,1720.5,0.05
16,0,0,5,0,trunk,382.8,1.0
9,0,0,8,1,trunk,360.5,1.0
14,5,1,3,0,trunk,419.1,0.525
23,5,1,8,1,primary,1544.0,0.223
16,3,0,12,0,secondary,792.0,0.935
16,0,0,6,1,tertiary,1100.1,1.0
6,5,1,11,1,primary,1945.3,0.247
11,6,1,1,0,primary,214.5,0.481
14,5,1,1,0,secondary,1679.3,0.463
3,6,1,5,0,residential,979.8,0.05
22,4,0,9,1,residential,462.5,0.369
7,3,0,10,1,trunk,1097.4,1.0
10,1,0,9,1,secondary,1102.3,0.894
23,0,0,3,0,secondary,1326.7,0.174
19,3,0,6,1,residential,1391.5,0.922
6,6,1,11,1,residential,1594.6,0.169
5,5,1,6,1,residential,351.6,0.055
0,4,0,11,1,secondary,1580.6,0.12
4,4,0,10,1,residential,287.9,0.05
14,0,0,9,1,residential,136.5,0.639
6,4,0,10,1,tertiary,712.7,0.409
12,5,1,9,1,secondary,1061.5,0.604
18,4,0,12,0,residential,78.7,1.0
22,1,0,8,1,trunk,777.9,0.462
7,3,0,11,1,secondary,1286.3,1.0
19,2,0,11,1,residential,1830.2,1.0
19,2,0,2,0,secondary,467.8,1.0
5,4,0,9,1,trunk,1248.2,0.307
17,4,0,9,1,residential,1536.9,1.0
2,0,0,8,1,primary,600.6,0.118
12,0,0,4,0,residential,1047.1,0.56
16,5,1,6,1,trunk,1341.6,0.705
15,1,0,2,0,secondary,388.9,0.686
22,5,1,8,1,residential,1714.7,0.105
2,5,1,10,1,primary,1383.7,0.05
9,1,0,9,1,tertiary,1411.9,0.955
15,2,0,7,1,trunk,1446.1,0.926
3,4,0,2,0,trunk,1530.5,0.159
23,3,0,5,0,residential,374.0,0.145
2,5,1,12,0,secondary,254.4,0.089
19,5,1,8,1,tertiary,805.9,0.671
4,5,1,4,0,primary,309.2,0.05
0,2,0,3,0,secondary,1743.9,0.064
15,6,1,6,1,trunk,1111.7,0.638
5,0,0,7,1,secondary,97.4,0.242
12,2,0,3,0,residential,376.6,0.527
18,0,0,1,0,trunk,721.0,1.0
3,0,0,1,0,primary,946.4,0.05
10,0,0,4,0,residential,1741.5,0.551
5,1,0,4,0,trunk,1322.1,0.276
1,1,0,1,0,trunk,1322.7,0.104
17,6,1,2,0,trunk,657.9,1.0
8,3,0,10,1,residential,210.6,1.0
12,0,0,8,1,residential,328.5,0.801
11,0,0,12,0,trunk,1914.1,0.719
0,3,0,12,0,secondary,1395.3,0.098
7,1,0,6,1,primary,268.5,1.0
5,3,0,3,0,tertiary,1949.6,0.266
18,2,0,7,1,primary,996.4,1.0
11,5,1,2,0,tertiary,246.0,0.407
18,3,0,8,1,secondary,157.5,1.0
18,6,1,3,0,tertiary,1952.2,0.602
6,2,0,10,1,residential,859.0,0.434
18,0,0,4,0,residential,489.3,1.0
11,3,0,5,0,secondary,481.5,0.61
3,4,0,6,1,trunk,87.9,0.089
12,1,0,11,1,residential,1001.9,0.602
22,2,0,7,1,trunk,520.3,0.394
0,1,0,10,1,tertiary,1548.6,0.082
11,6,1,6,1,trunk,1447.4,0.693
23,2,0,11,1,secondary,164.4,0.172
20,4,0,1,0,secondary,466.5,0.798
11,0,0,10,1,trunk,1117.7,0.898
12,5,1,1,0,trunk,268.6,0.514
14,2,0,2,0,trunk,1853.7,0.732
12,6,1,8,1,residential,1286.3,0.559
12,5,1,3,0,secondary,1363.6,0.522
16,5,1,5,0,secondary,1480.1,0.504
17,5,1,11,1,trunk,1671.7,1.0
5,0,0,3,0,primary,551.3,0.265
15,0,0,1,0,secondary,797.7,0.713
21,2,0,4,0,tertiary,1001.4,0.46
9,6,1,3,0,residential,274.2,0.253
18,3,0,5,0,tertiary,474.9,1.0
11,2,0,1,0,trunk,1923.8,0.664
1,1,0,11,1,trunk,1800.6,0.089
15,1,0,6,1,residential,1827.0,0.671
14,5,1,3,0,trunk,545.7,0.471
19,0,0,10,1,trunk,1883.8,1.0
1,5,1,9,1,primary,565.0,0.079
6,3,0,1,0,residential,626.4,0.381
15,0,0,7,1,primary,376.4,0.891
6,5,1,11,1,primary,417.0,0.308
14,3,0,3,0,secondary,1114.7,0.689
2,3,0,6,1,tertiary,1374.0,0.05
7,3,0,10,1,primary,734.4,1.0
14,1,0,10,1,secondary,462.0,0.859
23,3,0,10,1,primary,101.3,0.233
5,6,1,10,1,residential,1320.9,0.05
13,0,0,3,0,primary,1573.8,0.848
8,5,1,7,1,residential,783.2,0.285
11,3,0,3,0,tertiary,1803.0,0.469
1,5,1,11,1,primary,1315.1,0.056
9,1,0,10,1,trunk,1151.3,1.0
18,1,0,9,1,residential,283.6,1.0
11,5,1,6,1,primary,539.2,0.622
10,1,0,1,0,secondary,412.0,0.653
21,6,1,12,0,trunk,1534.4,0.358
17,6,1,2,0,trunk,1593.7,1.0
16,0,0,6,1,secondary,1083.7,0.859
1,6,1,6,1,secondary,79.5,0.05
7,0,0,12,0,trunk,488.7,1.0
16,2,0,1,0,primary,1488.4,0.966
20,3,0,8,1,residential,1205.3,0.87
20,0,0,12,0,primary,690.3,0.762
15,0,0,10,1,residential,118.3,0.602
9,2,0,12,0,tertiary,97.8,0.913
13,4,0,2,0,tertiary,532.1,0.639
6,4,0,11,1,tertiary,529.1,0.551
20,2,0,12,0,tertiary,855.6,0.651
14,4,0,3,0,trunk,785.4,0.748
23,3,0,4,0,secondary,1446.2,0.175
7,3,0,1,0,secondary,1369.0,1.0
20,4,0,2,0,trunk,1350.2,0.89
10,5,1,2,0,tertiary,172.6,0.358
7,2,0,4,0,primary,1790.9,1.0
7,1,0,10,1,trunk,915.7,1.0
17,0,0,11,1,residential,115.1,1.0
3,3,0,1,0,secondary,1377.4,0.05
5,6,1,4,0,residential,1511.2,0.05
6,3,0,4,0,trunk,138.3,0.519
6,0,0,9,1,tertiary,425.9,0.41
22,0,0,7,1,trunk,328.6,0.46
3,5,1,5,0,residential,794.4,0.061
6,2,0,8,1,trunk,988.9,0.648
7,5,1,6,1,tertiary,286.0,0.27
13,6,1,5,0,residential,1810.3,0.44
6,0,0,11,1,primary,1568.0,0.578
12,1,0,8,1,primary,76.9,1.0
16,4,0,5,0,secondary,1120.2,0.915
21,2,0,8,1,trunk,1484.8,0.777
12,2,0,7,1,primary,1062.2,1.0
8,0,0,9,1,trunk,123.6,1.0
4,2,0,5,0,residential,1622.5,0.108
5,3,0,2,0,residential,450.2,0.214
22,3,0,1,0,trunk,942.1,0.355
6,0,0,5,0,trunk,430.5,0.437
2,4,0,2,0,secondary,930.3,0.082
23,1,0,9,1,primary,645.8,0.2
7,0,0,11,1,trunk,1584.9,1.0
12,2,0,8,1,residential,547.4,0.637
15,1,0,9,1,residential,1132.2,0.769
15,5,1,3,0,secondary,1289.5,0.396
22,6,1,9,1,primary,1138.6,0.353
5,2,0,12,0,trunk,1093.1,0.166
1,1,0,2,0,secondary,825.2,0.077
7,1,0,9,1,tertiary,191.7,1.0
16,3,0,7,1,primary,351.4,1.0
5,3,0,12,0,tertiary,1085.0,0.168
2,0,0,6,1,primary,534.0,0.056
16,4,0,11,1,secondary,916.2,1.0
19,5,1,9,1,tertiary,1816.1,0.84
17,1,0,3,0,residential,1310.2,0.909
16,0,0,5,0,residential,1165.7,0.735
13,4,0,9,1,secondary,523.8,1.0
5,0,0,8,1,secondary,1283.1,0.167
2,2,0,7,1,secondary,500.8,0.121
22,3,0,8,1,trunk,107.2,0.446
2,2,0,12,0,primary,1705.1,0.125
17,0,0,5,0,tertiary,903.2,1.0
5,0,0,9,1,secondary,1526.7,0.208
17,3,0,5,0,trunk,693.0,1.0
17,5,1,9,1,residential,1420.1,0.741
7,6,1,3,0,residential,945.4,0.133
6,4,0,11,1,tertiary,1299.2,0.571
13,4,0,10,1,trunk,146.0,0.995
13,4,0,9,1,tertiary,1306.6,0.96
13,3,0,12,0,secondary,1367.1,0.656
11,3,0,2,0,trunk,581.1,0.714
7,2,0,8,1,residential,989.2,0.829
22,4,0,5,0,tertiary,1034.9,0.278
13,0,0,9,1,trunk,1828.4,0.956
18,1,0,4,0,trunk,1779.0,1.0
12,0,0,5,0,secondary,573.9,0.673
12,3,0,11,1,primary,353.0,1.0
16,1,0,10,1,tertiary,1589.5,1.0
